cd_mun,nm_mun,sigla_uf,area_km2,mes,nome_mes,normal_mm,status_dados,ano_inicial,ano_final,numero_anos,fonte,colecao_gee,periodo_referencia,malha_municipal
1200401,Rio Branco,AC,8834.832,12,dez,244.9890575711078,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200807,Porto Acre,AC,2603.942,12,dez,260.06612694347115,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200385,Plácido de Castro,AC,1952.531,12,dez,249.65309221332282,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200450,Senador Guiomard,AC,2320.956,12,dez,253.99258167015932,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200179,Capixaba,AC,1705.236,12,dez,243.2268417490975,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200138,Bujari,AC,3035.547,12,dez,251.87262333238712,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200054,Assis Brasil,AC,4968.527,12,dez,225.9282406317784,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200252,Epitaciolândia,AC,1652.715,12,dez,218.1158362266163,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200708,Xapuri,AC,5350.3,12,dez,228.11299753040348,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200104,Brasiléia,AC,3928.821,12,dez,236.63956041633566,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200435,Santa Rosa do Purus,AC,6144.95,12,dez,242.30777137833707,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200500,Sena Madureira,AC,23748.843,12,dez,243.475888887262,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200344,Manoel Urbano,AC,10615.134,12,dez,240.33072522134626,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200351,Marechal Thaumaturgo,AC,8185.635,12,dez,242.18083717796648,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200336,Mâncio Lima,AC,5414.073,12,dez,220.85347563605052,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200427,Rodrigues Alves,AC,3082.396,12,dez,224.2765044742808,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200393,Porto Walter,AC,6452.756,12,dez,239.22646444879112,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200203,Cruzeiro do Sul,AC,8793.341,12,dez,244.09850207422065,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200328,Jordão,AC,5346.443,12,dez,272.34583547836235,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200302,Feijó,AC,27946.684,12,dez,258.43632779413355,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1200609,Tarauacá,AC,20169.487,12,dez,268.73241499741124,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1303536,Presidente Figueiredo,AM,25027.907,12,dez,169.36196002495365,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1303809,São Gabriel da Cachoeira,AM,108700.19,12,dez,255.18324862380075,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1303601,Santa Isabel do Rio Negro,AM,62470.219,12,dez,199.06181886610284,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1300409,Barcelos,AM,122453.454,12,dez,166.38765289071586,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1302306,Jutaí,AM,68971.126,12,dez,280.62359745615083,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1302108,Japurá,AM,55964.231,12,dez,277.25708907969516,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1301001,Carauari,AM,25771.943,12,dez,288.5671071222839,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1303700,Santo Antônio do Içá,AM,12482.067,12,dez,269.6488464881354,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1304062,Tabatinga,AM,3279.046,12,dez,272.3026006844943,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1303908,São Paulo de Olivença,AM,19615.643,12,dez,268.6462469312604,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1304237,Tonantins,AM,6336.62,12,dez,259.04000584349865,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
1300607,Benjamin Constant,AM,9100.432,12,dez,273.74880457194655,OK,1991,2020,30,CHIRPS_v2,UCSB-CHG/CHIRPS/DAILY,1991-2020,IBGE_2024
